# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02176e-05 to 154.724 h/Mpc,
# number of wavenumbers equal to 226
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
# k (h/Mpc)       -T_cdm/k2         -T_b/k2           -T_g/k2           -T_ur/k2          -T_ncdm/k2        -T_tot/k2         
2.4522118771e+00  1.9589962292e+04  1.9490251029e+04  -9.3502925723e-05  -9.4937402858e-05  0.0000000000e+00  1.9568301370e+04
2.7514269799e+00  1.6067693183e+04  1.5985808295e+04  -6.0908530145e-05  -6.1843078843e-05  0.0000000000e+00  1.6049910776e+04
3.0871518471e+00  1.3165185226e+04  1.3097978530e+04  -3.9709094140e-05  -4.0317460854e-05  0.0000000000e+00  1.3150597061e+04
3.4638413436e+00  1.0780514198e+04  1.0725375262e+04  -2.5782433281e-05  -2.6178049344e-05  0.0000000000e+00  1.0768551706e+04
3.8864939103e+00  8.8190180372e+03  8.7737963295e+03  -1.6761012467e-05  -1.7018095473e-05  0.0000000000e+00  8.8092138455e+03
4.3607178899e+00  7.2091984011e+03  7.1721112892e+03  -1.0882221759e-05  -1.1049148531e-05  0.0000000000e+00  7.2011648230e+03
4.8928059465e+00  5.8896713130e+03  5.8592513794e+03  -7.0491928232e-06  -7.1574908771e-06  0.0000000000e+00  5.8830889755e+03
5.4898185653e+00  4.8053197822e+03  4.7803628249e+03  -4.5969244508e-06  -4.6671642335e-06  0.0000000000e+00  4.7999275107e+03
6.1596777410e+00  3.9208395439e+03  3.9003504799e+03  -2.9673378977e-06  -3.0128367108e-06  0.0000000000e+00  3.9164198625e+03
6.9112720980e+00  3.1963784246e+03  3.1795412523e+03  -1.9199203128e-06  -1.9493789956e-06  0.0000000000e+00  3.1927541572e+03
7.7545748366e+00  2.6025627297e+03  2.5887081385e+03  -1.2512794296e-06  -1.2703496786e-06  0.0000000000e+00  2.5995887325e+03
8.7007760720e+00  2.1197542079e+03  2.1083314058e+03  -8.0520159399e-07  -8.1753011528e-07  0.0000000000e+00  2.1173099925e+03
9.7624313195e+00  1.7250438783e+03  1.7156027617e+03  -5.2015614953e-07  -5.2812415983e-07  0.0000000000e+00  1.7230317654e+03
1.0953628099e+01  1.4029697206e+03  1.3951418247e+03  -3.3591656820e-07  -3.4106327174e-07  0.0000000000e+00  1.4013095928e+03
1.2290172869e+01  1.1405644799e+03  1.1340485443e+03  -2.1631766348e-07  -2.1963954491e-07  0.0000000000e+00  1.1391907485e+03
1.3789800766e+01  9.2606711316e+02  9.2061569664e+02  -1.4083678151e-07  -1.4298140507e-07  0.0000000000e+00  9.2492623619e+02
1.5472410940e+01  7.5234830726e+02  7.4775860578e+02  -9.0239780880e-08  -9.1622177636e-08  0.0000000000e+00  7.5139594874e+02
1.7360330607e+01  6.1063389306e+02  6.0674905039e+02  -5.8193866762e-08  -5.9084882583e-08  0.0000000000e+00  6.0983562286e+02
1.9478611314e+01  4.9541178732e+02  4.9209333216e+02  -3.7506097892e-08  -3.8080107387e-08  0.0000000000e+00  4.9473773765e+02
2.1855361359e+01  4.0176824248e+02  3.9890712973e+02  -2.4160141350e-08  -2.4529739042e-08  0.0000000000e+00  4.0119467847e+02
2.4522118770e+01  3.2564392921e+02  3.2315101909e+02  -1.5559631809e-08  -1.5797461222e-08  0.0000000000e+00  3.2515148458e+02
2.7514269798e+01  2.6386123375e+02  2.6166416035e+02  -1.0013003021e-08  -1.0165962038e-08  0.0000000000e+00  2.6343415085e+02
3.0871518471e+01  2.1369398291e+02  2.1173437811e+02  -6.4423392847e-09  -6.5406515540e-09  0.0000000000e+00  2.1331953777e+02
3.4638413436e+01  1.7298321553e+02  1.7121324563e+02  -4.1463149528e-09  -4.2094653236e-09  0.0000000000e+00  1.7265099934e+02
3.8864939103e+01  1.3998532868e+02  1.3836630943e+02  -2.6669064966e-09  -2.7074445334e-09  0.0000000000e+00  1.3968690411e+02
4.3607178899e+01  1.1323221778e+02  1.1173255190e+02  -1.7143063652e-09  -1.7403076049e-09  0.0000000000e+00  1.1296070967e+02
4.8928059465e+01  9.1561079931e+01  9.0156369930e+01  -1.1003470523e-09  -1.1170084053e-09  0.0000000000e+00  9.1311101898e+01
5.4898185653e+01  7.3986862174e+01  7.2655272226e+01  -7.0834073964e-10  -7.1900860875e-10  0.0000000000e+00  7.3753728451e+01
6.1596777410e+01  5.9763751243e+01  5.8490272497e+01  -4.5467246922e-10  -4.6149310161e-10  0.0000000000e+00  5.9544080977e+01
6.9112720980e+01  4.8258146070e+01  4.7029661880e+01  -2.9178918158e-10  -2.9614460378e-10  0.0000000000e+00  4.8049047805e+01
7.7545748366e+01  3.8941509617e+01  3.7747222814e+01  -1.8756683402e-10  -1.9034383775e-10  0.0000000000e+00  3.8740617565e+01
8.7007760720e+01  3.1407707817e+01  3.0239535324e+01  -1.2052038372e-10  -1.2228756923e-10  0.0000000000e+00  3.1213207763e+01
9.7624313195e+01  2.5313100653e+01  2.4165916296e+01  -7.7361328510e-11  -7.8483017146e-11  0.0000000000e+00  2.5123749732e+01
1.0953628099e+02  2.0388644369e+01  1.9258703091e+01  -4.9658123647e-11  -5.0368129116e-11  0.0000000000e+00  2.0203499059e+01
1.2290172869e+02  1.6411514907e+01  1.5295355466e+01  -3.1893978104e-11  -3.2341911673e-11  0.0000000000e+00  1.6229743325e+01
1.3789800766e+02  1.3148942928e+01  1.2049687493e+01  -2.0419221014e-11  -2.0699599819e-11  0.0000000000e+00  1.2970826007e+01
1.5472410940e+02  1.0599513282e+01  9.5107831995e+00  -1.3165143532e-11  -1.3340987702e-11  0.0000000000e+00  1.0423826927e+01
