# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
8.3553e-01 3.0100e+02 3.1809e+02 5.5694e+03 3.0906e+02 3.9120e+02 -1.2061e+02
8.4326e-01 2.9767e+02 3.1279e+02 5.5135e+03 3.0581e+02 3.8675e+02 -1.1949e+02
8.5107e-01 2.9434e+02 3.1194e+02 5.4956e+03 3.0257e+02 3.8234e+02 -1.1834e+02
8.5895e-01 2.9101e+02 3.0661e+02 5.5111e+03 2.9934e+02 3.7795e+02 -1.1715e+02
8.6690e-01 2.8777e+02 3.0530e+02 5.4233e+03 2.9614e+02 3.7360e+02 -1.1609e+02
8.7493e-01 2.8447e+02 3.0099e+02 5.4966e+03 2.9295e+02 3.6928e+02 -1.1484e+02
8.8302e-01 2.8128e+02 2.9831e+02 5.3694e+03 2.8980e+02 3.6501e+02 -1.1383e+02
8.9120e-01 2.7803e+02 2.9566e+02 5.4581e+03 2.8664e+02 3.6075e+02 -1.1257e+02
8.9945e-01 2.7489e+02 2.9137e+02 5.3418e+03 2.8354e+02 3.5655e+02 -1.1156e+02
9.0778e-01 2.7170e+02 2.9023e+02 5.3942e+03 2.8043e+02 3.5237e+02 -1.1036e+02
9.1618e-01 2.6859e+02 2.8487e+02 5.3354e+03 2.7736e+02 3.4824e+02 -1.0929e+02
9.2466e-01 2.6548e+02 2.8439e+02 5.3150e+03 2.7431e+02 3.4413e+02 -1.0818e+02
9.3322e-01 2.6238e+02 2.7903e+02 5.3340e+03 2.7127e+02 3.4005e+02 -1.0703e+02
9.4186e-01 2.5936e+02 2.7801e+02 5.2382e+03 2.6827e+02 3.3602e+02 -1.0602e+02
9.5058e-01 2.5628e+02 2.7380e+02 5.3189e+03 2.6526e+02 3.3201e+02 -1.0481e+02
9.5938e-01 2.5332e+02 2.7128e+02 5.1818e+03 2.6231e+02 3.2805e+02 -1.0386e+02
9.6826e-01 2.5028e+02 2.6887e+02 5.2780e+03 2.5935e+02 3.2411e+02 -1.0264e+02
9.7723e-01 2.4737e+02 2.6460e+02 5.1538e+03 2.5644e+02 3.2022e+02 -1.0168e+02
9.8627e-01 2.4440e+02 2.6382e+02 5.2099e+03 2.5352e+02 3.1634e+02 -1.0052e+02
9.9540e-01 2.4151e+02 2.5841e+02 5.1484e+03 2.5065e+02 3.1252e+02 -9.9505e+01
1.0046e+00 2.3863e+02 2.5831e+02 5.1257e+03 2.4779e+02 3.0872e+02 -9.8450e+01
1.0139e+00 2.3575e+02 2.5293e+02 5.1482e+03 2.4495e+02 3.0495e+02 -9.7344e+01
1.0233e+00 2.3295e+02 2.5222e+02 5.0446e+03 2.4214e+02 3.0123e+02 -9.6395e+01
1.0328e+00 2.3009e+02 2.4809e+02 5.1331e+03 2.3933e+02 2.9752e+02 -9.5224e+01
1.0423e+00 2.2736e+02 2.4575e+02 4.9859e+03 2.3657e+02 2.9387e+02 -9.4339e+01
1.0520e+00 2.2454e+02 2.4357e+02 5.0899e+03 2.3381e+02 2.9023e+02 -9.3162e+01
1.0617e+00 2.2186e+02 2.3935e+02 4.9583e+03 2.3109e+02 2.8665e+02 -9.2270e+01
1.0716e+00 2.1911e+02 2.3892e+02 5.0179e+03 2.2838e+02 2.8308e+02 -9.1160e+01
1.0815e+00 2.1644e+02 2.3346e+02 4.9547e+03 2.2570e+02 2.7956e+02 -9.0200e+01
1.0915e+00 2.1378e+02 2.3376e+02 4.9291e+03 2.2304e+02 2.7606e+02 -8.9204e+01
1.1016e+00 2.1111e+02 2.2837e+02 4.9558e+03 2.2039e+02 2.7260e+02 -8.8150e+01
1.1118e+00 2.0854e+02 2.2798e+02 4.8445e+03 2.1779e+02 2.6918e+02 -8.7271e+01
1.1221e+00 2.0590e+02 2.2395e+02 4.9409e+03 2.1517e+02 2.6577e+02 -8.6147e+01
1.1325e+00 2.0340e+02 2.2179e+02 4.7844e+03 2.1262e+02 2.6243e+02 -8.5335e+01
1.1430e+00 2.0079e+02 2.1987e+02 4.8959e+03 2.1005e+02 2.5908e+02 -8.4208e+01
1.1535e+00 1.9833e+02 2.1568e+02 4.7575e+03 2.0754e+02 2.5580e+02 -8.3386e+01
1.1642e+00 1.9579e+02 2.1563e+02 4.8207e+03 2.0502e+02 2.5253e+02 -8.2331e+01
1.1750e+00 1.9335e+02 2.1013e+02 4.7559e+03 2.0254e+02 2.4930e+02 -8.1433e+01
1.1859e+00 1.9090e+02 2.1084e+02 4.7281e+03 2.0008e+02 2.4610e+02 -8.0500e+01
1.1968e+00 1.8845e+02 2.0543e+02 4.7587e+03 1.9763e+02 2.4292e+02 -7.9500e+01
1.2079e+00 1.8610e+02 2.0536e+02 4.6407e+03 1.9523e+02 2.3980e+02 -7.8691e+01
1.2191e+00 1.8366e+02 2.0146e+02 4.7438e+03 1.9281e+02 2.3668e+02 -7.7618e+01
1.2304e+00 1.8138e+02 1.9946e+02 4.5797e+03 1.9046e+02 2.3363e+02 -7.6878e+01
1.2418e+00 1.7898e+02 1.9781e+02 4.6975e+03 1.8808e+02 2.3057e+02 -7.5807e+01
1.2533e+00 1.7674e+02 1.9366e+02 4.5538e+03 1.8577e+02 2.2758e+02 -7.5055e+01
1.2649e+00 1.7441e+02 1.9396e+02 4.6193e+03 1.8345e+02 2.2459e+02 -7.4061e+01
1.2766e+00 1.7217e+02 1.8847e+02 4.5539e+03 1.8117e+02 2.2165e+02 -7.3227e+01
1.2884e+00 1.6994e+02 1.8952e+02 4.5237e+03 1.7890e+02 2.1873e+02 -7.2363e+01
1.3003e+00 1.6770e+02 1.8416e+02 4.5584e+03 1.7665e+02 2.1584e+02 -7.1424e+01
1.3124e+00 1.6556e+02 1.8436e+02 4.4344e+03 1.7444e+02 2.1300e+02 -7.0687e+01
1.3245e+00 1.6333e+02 1.8060e+02 4.5437e+03 1.7222e+02 2.1016e+02 -6.9673e+01
1.3368e+00 1.6126e+02 1.7875e+02 4.3730e+03 1.7006e+02 2.0738e+02 -6.9006e+01
1.3492e+00 1.5906e+02 1.7737e+02 4.4957e+03 1.6788e+02 2.0460e+02 -6.7990e+01
1.3617e+00 1.5702e+02 1.7326e+02 4.3483e+03 1.6576e+02 2.0188e+02 -6.7308e+01
1.3743e+00 1.5490e+02 1.7391e+02 4.4152e+03 1.6362e+02 1.9916e+02 -6.6376e+01
1.3870e+00 1.5286e+02 1.6842e+02 4.3504e+03 1.6153e+02 1.9649e+02 -6.5607e+01
1.3998e+00 1.5084e+02 1.6981e+02 4.3177e+03 1.5946e+02 1.9385e+02 -6.4812e+01
1.4128e+00 1.4879e+02 1.6450e+02 4.3560e+03 1.5739e+02 1.9122e+02 -6.3931e+01
1.4259e+00 1.4685e+02 1.6497e+02 4.2276e+03 1.5537e+02 1.8865e+02 -6.3265e+01
1.4391e+00 1.4481e+02 1.6136e+02 4.3412e+03 1.5334e+02 1.8606e+02 -6.2309e+01
1.4524e+00 1.4294e+02 1.5965e+02 4.1669e+03 1.5137e+02 1.8356e+02 -6.1712e+01
1.4658e+00 1.4094e+02 1.5853e+02 4.2924e+03 1.4937e+02 1.8103e+02 -6.0758e+01
1.4794e+00 1.3910e+02 1.5447e+02 4.1436e+03 1.4744e+02 1.7857e+02 -6.0143e+01
1.4931e+00 1.3717e+02 1.5545e+02 4.2109e+03 1.4549e+02 1.7611e+02 -5.9274e+01
1.5069e+00 1.3532e+02 1.4999e+02 4.1470e+03 1.4358e+02 1.7370e+02 -5.8568e+01
1.5209e+00 1.3349e+02 1.5168e+02 4.1128e+03 1.4169e+02 1.7131e+02 -5.7841e+01
1.5349e+00 1.3163e+02 1.4646e+02 4.1530e+03 1.3980e+02 1.6893e+02 -5.7021e+01
1.5492e+00 1.2988e+02 1.4714e+02 4.0227e+03 1.3797e+02 1.6661e+02 -5.6425e+01
1.5635e+00 1.2803e+02 1.4370e+02 4.1384e+03 1.3611e+02 1.6427e+02 -5.5528e+01
1.5780e+00 1.2635e+02 1.4214e+02 3.9633e+03 1.3433e+02 1.6202e+02 -5.5001e+01
1.5926e+00 1.2452e+02 1.4124e+02 4.0890e+03 1.3250e+02 1.5973e+02 -5.4107e+01
1.6073e+00 1.2287e+02 1.3729e+02 3.9415e+03 1.3075e+02 1.5753e+02 -5.3557e+01
1.6222e+00 1.2112e+02 1.3850e+02 4.0071e+03 1.2898e+02 1.5530e+02 -5.2753e+01
1.6372e+00 1.1946e+02 1.3317e+02 3.9458e+03 1.2725e+02 1.5313e+02 -5.2109e+01
1.6524e+00 1.1780e+02 1.3506e+02 3.9098e+03 1.2553e+02 1.5098e+02 -5.1447e+01
1.6677e+00 1.1612e+02 1.3000e+02 3.9528e+03 1.2382e+02 1.4884e+02 -5.0687e+01
1.6831e+00 1.1455e+02 1.3083e+02 3.8212e+03 1.2216e+02 1.4675e+02 -5.0157e+01
1.6987e+00 1.1287e+02 1.2760e+02 3.9376e+03 1.2047e+02 1.4465e+02 -4.9319e+01
1.7144e+00 1.1137e+02 1.2615e+02 3.7635e+03 1.1885e+02 1.4262e+02 -4.8854e+01
1.7303e+00 1.0972e+02 1.2548e+02 3.8883e+03 1.1720e+02 1.4056e+02 -4.8022e+01
1.7463e+00 1.0823e+02 1.2163e+02 3.7435e+03 1.1561e+02 1.3858e+02 -4.7533e+01
1.7625e+00 1.0665e+02 1.2305e+02 3.8075e+03 1.1401e+02 1.3658e+02 -4.6792e+01
1.7788e+00 1.0516e+02 1.1784e+02 3.7489e+03 1.1244e+02 1.3463e+02 -4.6206e+01
1.7953e+00 1.0367e+02 1.1992e+02 3.7113e+03 1.1089e+02 1.3270e+02 -4.5606e+01
1.8119e+00 1.0215e+02 1.1501e+02 3.7552e+03 1.0934e+02 1.3078e+02 -4.4905e+01
1.8287e+00 1.0076e+02 1.1597e+02 3.6251e+03 1.0784e+02 1.2892e+02 -4.4435e+01
1.8456e+00 9.9232e+01 1.1294e+02 3.7393e+03 1.0630e+02 1.2702e+02 -4.3656e+01
1.8627e+00 9.7893e+01 1.1160e+02 3.5699e+03 1.0485e+02 1.2521e+02 -4.3251e+01
1.8799e+00 9.6401e+01 1.1112e+02 3.6908e+03 1.0335e+02 1.2336e+02 -4.2478e+01
1.8973e+00 9.5077e+01 1.0741e+02 3.5521e+03 1.0193e+02 1.2159e+02 -4.2043e+01
1.9149e+00 9.3655e+01 1.0898e+02 3.6117e+03 1.0047e+02 1.1980e+02 -4.1364e+01
1.9326e+00 9.2316e+01 1.0396e+02 3.5574e+03 9.9063e+01 1.1806e+02 -4.0831e+01
1.9505e+00 9.0985e+01 1.0612e+02 3.5192e+03 9.7665e+01 1.1633e+02 -4.0292e+01
1.9686e+00 8.9621e+01 1.0146e+02 3.5625e+03 9.6263e+01 1.1461e+02 -3.9645e+01
1.9868e+00 8.8375e+01 1.0247e+02 3.4376e+03 9.4920e+01 1.1295e+02 -3.9230e+01
2.0052e+00 8.7003e+01 9.9670e+01 3.5463e+03 9.3534e+01 1.1125e+02 -3.8512e+01
2.0237e+00 8.5810e+01 9.8412e+01 3.3861e+03 9.2231e+01 1.0964e+02 -3.8152e+01
2.0425e+00 8.4467e+01 9.8107e+01 3.4984e+03 9.0875e+01 1.0798e+02 -3.7443e+01
2.0614e+00 8.3287e+01 9.4565e+01 3.3688e+03 8.9597e+01 1.0640e+02 -3.7053e+01
2.0805e+00 8.2012e+01 9.6200e+01 3.4224e+03 8.8287e+01 1.0480e+02 -3.6434e+01
2.0997e+00 8.0813e+01 9.1448e+01 3.3729e+03 8.7020e+01 1.0324e+02 -3.5949e+01
2.1192e+00 7.9624e+01 9.3593e+01 3.3358e+03 8.5765e+01 1.0171e+02 -3.5462e+01
2.1388e+00 7.8399e+01 8.9234e+01 3.3756e+03 8.4502e+01 1.0016e+02 -3.4870e+01
2.1586e+00 7.7290e+01 9.0247e+01 3.2599e+03 8.3300e+01 9.8687e+01 -3.4497e+01
2.1786e+00 7.6058e+01 8.7695e+01 3.3583e+03 8.2052e+01 9.7168e+01 -3.3840e+01
2.1987e+00 7.4999e+01 8.6528e+01 3.2119e+03 8.0890e+01 9.5740e+01 -3.3519e+01
2.2191e+00 7.3796e+01 8.6336e+01 3.3117e+03 7.9670e+01 9.4257e+01 -3.2873e+01
2.2396e+00 7.2748e+01 8.3036e+01 3.1948e+03 7.8531e+01 9.2860e+01 -3.2523e+01
2.2604e+00 7.1609e+01 8.4654e+01 3.2407e+03 7.7357e+01 9.1432e+01 -3.1962e+01
2.2813e+00 7.0543e+01 8.0244e+01 3.1961e+03 7.6226e+01 9.0052e+01 -3.1525e+01
2.3024e+00 6.9489e+01 8.2287e+01 3.1609e+03 7.5109e+01 8.8689e+01 -3.1090e+01
2.3237e+00 6.8398e+01 7.8308e+01 3.1951e+03 7.3981e+01 8.7319e+01 -3.0556e+01
2.3452e+00 6.7422e+01 7.9250e+01 3.0903e+03 7.2918e+01 8.6019e+01 -3.0230e+01
2.3669e+00 6.6327e+01 7.6976e+01 3.1754e+03 7.1804e+01 8.4671e+01 -2.9640e+01
2.3889e+00 6.5399e+01 7.5912e+01 3.0453e+03 7.0780e+01 8.3417e+01 -2.9362e+01
2.4110e+00 6.4335e+01 7.5793e+01 3.1301e+03 6.9697e+01 8.2108e+01 -2.8789e+01
2.4333e+00 6.3418e+01 7.2792e+01 3.0271e+03 6.8695e+01 8.0884e+01 -2.8486e+01
2.4558e+00 6.2418e+01 7.4296e+01 3.0652e+03 6.7659e+01 7.9630e+01 -2.7996e+01
2.4785e+00 6.1485e+01 7.0344e+01 3.0244e+03 6.6663e+01 7.8420e+01 -2.7616e+01
2.5015e+00 6.0566e+01 7.2191e+01 2.9914e+03 6.5683e+01 7.7228e+01 -2.7242e+01
2.5246e+00 5.9611e+01 6.8658e+01 3.0192e+03 6.4690e+01 7.6028e+01 -2.6776e+01
2.5480e+00 5.8762e+01 6.9497e+01 2.9257e+03 6.3759e+01 7.4893e+01 -2.6500e+01
2.5716e+00 5.7802e+01 6.7494e+01 2.9981e+03 6.2777e+01 7.3710e+01 -2.5985e+01
2.5954e+00 5.6994e+01 6.6523e+01 2.8819e+03 6.1879e+01 7.2615e+01 -2.5750e+01
2.6194e+00 5.6058e+01 6.6441e+01 2.9558e+03 6.0922e+01 7.1464e+01 -2.5246e+01
2.6437e+00 5.5254e+01 6.3760e+01 2.8608e+03 6.0037e+01 7.0389e+01 -2.4985e+01
2.6682e+00 5.4373e+01 6.5101e+01 2.8945e+03 5.9120e+01 6.9284e+01 -2.4551e+01
2.6929e+00 5.3548e+01 6.1599e+01 2.8553e+03 5.8235e+01 6.8215e+01 -2.4214e+01
2.7178e+00 5.2734e+01 6.3221e+01 2.8237e+03 5.7362e+01 6.7160e+01 -2.3881e+01
2.7430e+00 5.1883e+01 6.0085e+01 2.8493e+03 5.6475e+01 6.6095e+01 -2.3459e+01
2.7684e+00 5.1128e+01 6.0807e+01 2.7595e+03 5.5641e+01 6.5086e+01 -2.3213e+01
2.7940e+00 5.0269e+01 5.9025e+01 2.8302e+03 5.4763e+01 6.4035e+01 -2.2738e+01
2.8198e+00 4.9547e+01 5.8147e+01 2.7138e+03 5.3953e+01 6.3055e+01 -2.2529e+01
2.8459e+00 4.8710e+01 5.8076e+01 2.7904e+03 5.3099e+01 6.2035e+01 -2.2061e+01
2.8723e+00 4.7990e+01 5.5664e+01 2.6931e+03 5.2300e+01 6.1072e+01 -2.1826e+01
2.8989e+00 4.7203e+01 5.6885e+01 2.7288e+03 5.1481e+01 6.0092e+01 -2.1426e+01
2.9257e+00 4.6467e+01 5.3696e+01 2.6906e+03 5.0687e+01 5.9140e+01 -2.1119e+01
2.9528e+00 4.5742e+01 5.5210e+01 2.6552e+03 4.9905e+01 5.8204e+01 -2.0820e+01
2.9801e+00 4.4986e+01 5.2325e+01 2.6901e+03 4.9118e+01 5.7264e+01 -2.0430e+01
3.0077e+00 4.4317e+01 5.3046e+01 2.5856e+03 4.8369e+01 5.6365e+01 -2.0221e+01
3.0356e+00 4.3558e+01 5.1417e+01 2.6766e+03 4.7598e+01 5.5448e+01 -1.9779e+01
3.0637e+00 4.2921e+01 5.0607e+01 2.5391e+03 4.6871e+01 5.4575e+01 -1.9611e+01
3.0920e+00 4.2184e+01 5.0652e+01 2.6364e+03 4.6124e+01 5.3687e+01 -1.9177e+01
3.1207e+00 4.1551e+01 4.8319e+01 2.5245e+03 4.5411e+01 5.2835e+01 -1.8984e+01
3.1496e+00 4.0860e+01 4.9670e+01 2.5685e+03 4.4693e+01 5.1980e+01 -1.8621e+01
3.1787e+00 4.0214e+01 4.6515e+01 2.5323e+03 4.3991e+01 5.1144e+01 -1.8352e+01
3.2081e+00 3.9580e+01 4.8235e+01 2.4853e+03 4.3301e+01 5.0322e+01 -1.8095e+01
3.2378e+00 3.8916e+01 4.5329e+01 2.5434e+03 4.2615e+01 4.9506e+01 -1.7736e+01
3.2678e+00 3.8332e+01 4.6235e+01 2.4106e+03 4.1946e+01 4.8710e+01 -1.7577e+01
3.2981e+00 3.7666e+01 4.4657e+01 2.5345e+03 4.1280e+01 4.7919e+01 -1.7158e+01
3.3286e+00 3.7111e+01 4.3905e+01 2.3666e+03 4.0629e+01 4.7144e+01 -1.7044e+01
3.3594e+00 3.6463e+01 4.4184e+01 2.4908e+03 3.9984e+01 4.6379e+01 -1.6631e+01
3.3905e+00 3.5913e+01 4.1672e+01 2.3607e+03 3.9350e+01 4.5625e+01 -1.6488e+01
3.4219e+00 3.5305e+01 4.3519e+01 2.4138e+03 3.8723e+01 4.4882e+01 -1.6152e+01
3.4536e+00 3.4741e+01 3.9963e+01 2.3797e+03 3.8109e+01 4.4152e+01 -1.5919e+01
3.4855e+00 3.4187e+01 4.2268e+01 2.3244e+03 3.7499e+01 4.3429e+01 -1.5705e+01
3.5178e+00 3.3605e+01 3.9015e+01 2.3984e+03 3.6907e+01 4.2725e+01 -1.5365e+01
3.5504e+00 3.3100e+01 4.0312e+01 2.2491e+03 3.6311e+01 4.2020e+01 -1.5261e+01
3.5833e+00 3.2508e+01 3.8716e+01 2.3893e+03 3.5735e+01 4.1336e+01 -1.4852e+01
3.6164e+00 3.2034e+01 3.7932e+01 2.2107e+03 3.5161e+01 4.0656e+01 -1.4791e+01
3.6499e+00 3.1455e+01 3.8680e+01 2.3413e+03 3.4594e+01 3.9985e+01 -1.4395e+01
3.6837e+00 3.0987e+01 3.5665e+01 2.2107e+03 3.4045e+01 3.9334e+01 -1.4292e+01
3.7178e+00 3.0447e+01 3.8273e+01 2.2642e+03 3.3489e+01 3.8677e+01 -1.3988e+01
3.7522e+00 2.9957e+01 3.4101e+01 2.2305e+03 3.2955e+01 3.8046e+01 -1.3779e+01
3.7869e+00 2.9478e+01 3.7087e+01 2.1798e+03 3.2422e+01 3.7415e+01 -1.3606e+01
3.8220e+00 2.8955e+01 3.3471e+01 2.2432e+03 3.1891e+01 3.6790e+01 -1.3286e+01
3.8574e+00 2.8536e+01 3.5075e+01 2.1136e+03 3.1389e+01 3.6195e+01 -1.3217e+01
3.8931e+00 2.7991e+01 3.3548e+01 2.2285e+03 3.0854e+01 3.5569e+01 -1.2837e+01
3.9291e+00 2.7606e+01 3.2667e+01 2.0803e+03 3.0384e+01 3.5009e+01 -1.2800e+01
3.9655e+00 2.7076e+01 3.3715e+01 2.1838e+03 2.9857e+01 3.4394e+01 -1.2441e+01
4.0022e+00 2.6684e+01 3.0541e+01 2.0758e+03 2.9396e+01 3.3848e+01 -1.2357e+01
4.0393e+00 2.6207e+01 3.3403e+01 2.1183e+03 2.8900e+01 3.3267e+01 -1.2087e+01
4.0767e+00 2.5777e+01 2.9231e+01 2.0845e+03 2.8427e+01 3.2712e+01 -1.1907e+01
4.1144e+00 2.5371e+01 3.2246e+01 2.0496e+03 2.7978e+01 3.2181e+01 -1.1751e+01
4.1525e+00 2.4897e+01 2.8811e+01 2.0860e+03 2.7484e+01 3.1608e+01 -1.1476e+01
4.1909e+00 2.4552e+01 3.0364e+01 1.9954e+03 2.7079e+01 3.1124e+01 -1.1409e+01
4.2297e+00 2.4058e+01 2.8934e+01 2.0689e+03 2.6578e+01 3.0546e+01 -1.1083e+01
4.2689e+00 2.3740e+01 2.8234e+01 1.9638e+03 2.6195e+01 3.0088e+01 -1.1045e+01
4.3084e+00 2.3265e+01 2.9062e+01 2.0309e+03 2.5712e+01 2.9530e+01 -1.0734e+01
4.3483e+00 2.2932e+01 2.6438e+01 1.9526e+03 2.5324e+01 2.9069e+01 -1.0657e+01
4.3886e+00 2.2511e+01 2.8725e+01 1.9785e+03 2.4882e+01 2.8556e+01 -1.0422e+01
4.4292e+00 2.2138e+01 2.5327e+01 1.9513e+03 2.4472e+01 2.8076e+01 -1.0264e+01
4.4702e+00 2.1785e+01 2.7700e+01 1.9230e+03 2.4081e+01 2.7614e+01 -1.0127e+01
4.5116e+00 2.1370e+01 2.4924e+01 1.9466e+03 2.3647e+01 2.7113e+01 -9.8845e+00
4.5533e+00 2.1072e+01 2.6118e+01 1.8761e+03 2.3296e+01 2.6695e+01 -9.8269e+00
4.5955e+00 2.0639e+01 2.4945e+01 1.9300e+03 2.2857e+01 2.6190e+01 -9.5381e+00
4.6380e+00 2.0363e+01 2.4371e+01 1.8458e+03 2.2524e+01 2.5792e+01 -9.5057e+00
4.6810e+00 1.9948e+01 2.4943e+01 1.8967e+03 2.2102e+01 2.5306e+01 -9.2317e+00
4.7243e+00 1.9658e+01 2.2902e+01 1.8326e+03 2.1764e+01 2.4906e+01 -9.1637e+00
4.7680e+00 1.9291e+01 2.4565e+01 1.8504e+03 2.1378e+01 2.4458e+01 -8.9579e+00
4.8122e+00 1.8966e+01 2.1978e+01 1.8300e+03 2.1022e+01 2.4042e+01 -8.8149e+00
4.8567e+00 1.8659e+01 2.3673e+01 1.7992e+03 2.0678e+01 2.3638e+01 -8.6992e+00
4.9017e+00 1.8299e+01 2.1587e+01 1.8262e+03 2.0305e+01 2.3208e+01 -8.4811e+00
4.9471e+00 1.8038e+01 2.2379e+01 1.7541e+03 1.9995e+01 2.2839e+01 -8.4358e+00
4.9929e+00 1.7665e+01 2.1494e+01 1.8111e+03 1.9619e+01 2.2408e+01 -8.1793e+00
5.0391e+00 1.7423e+01 2.0978e+01 1.7247e+03 1.9323e+01 2.2057e+01 -8.1550e+00
5.0857e+00 1.7068e+01 2.1372e+01 1.7797e+03 1.8964e+01 2.1644e+01 -7.9142e+00
5.1328e+00 1.6814e+01 1.9783e+01 1.7147e+03 1.8665e+01 2.1293e+01 -7.8566e+00
5.1803e+00 1.6501e+01 2.0991e+01 1.7340e+03 1.8337e+01 2.0913e+01 -7.6789e+00
5.2283e+00 1.6220e+01 1.9006e+01 1.7166e+03 1.8026e+01 2.0552e+01 -7.5548e+00
5.2767e+00 1.5955e+01 2.0255e+01 1.6811e+03 1.7728e+01 2.0204e+01 -7.4581e+00
5.3255e+00 1.5650e+01 1.8621e+01 1.7168e+03 1.7413e+01 1.9840e+01 -7.2699e+00
5.3748e+00 1.5420e+01 1.9201e+01 1.6336e+03 1.7132e+01 1.9513e+01 -7.2343e+00
5.4246e+00 1.5110e+01 1.8473e+01 1.7037e+03 1.6825e+01 1.9159e+01 -7.0138e+00
5.4748e+00 1.4890e+01 1.7999e+01 1.6059e+03 1.6550e+01 1.8838e+01 -6.9941e+00
5.5255e+00 1.4598e+01 1.8349e+01 1.6727e+03 1.6259e+01 1.8503e+01 -6.7878e+00
5.5766e+00 1.4370e+01 1.6918e+01 1.6018e+03 1.5985e+01 1.8187e+01 -6.7381e+00
5.6283e+00 1.4107e+01 1.8083e+01 1.6256e+03 1.5709e+01 1.7868e+01 -6.5854e+00
5.6804e+00 1.3865e+01 1.6194e+01 1.6097e+03 1.5441e+01 1.7558e+01 -6.4784e+00
5.7330e+00 1.3631e+01 1.7515e+01 1.5701e+03 1.5173e+01 1.7249e+01 -6.3964e+00
5.7860e+00 1.3378e+01 1.5876e+01 1.6123e+03 1.4915e+01 1.6951e+01 -6.2329e+00
5.8396e+00 1.3168e+01 1.6535e+01 1.5229e+03 1.4653e+01 1.6649e+01 -6.2053e+00
5.8937e+00 1.2912e+01 1.5841e+01 1.5999e+03 1.4405e+01 1.6363e+01 -6.0102e+00
5.9482e+00 1.2714e+01 1.5296e+01 1.4992e+03 1.4152e+01 1.6071e+01 -5.9980e+00
6.0033e+00 1.2465e+01 1.5907e+01 1.5691e+03 1.3910e+01 1.5792e+01 -5.8126e+00
6.0589e+00 1.2267e+01 1.4185e+01 1.4981e+03 1.3669e+01 1.5513e+01 -5.7738e+00
6.1150e+00 1.2039e+01 1.5825e+01 1.5215e+03 1.3430e+01 1.5238e+01 -5.6392e+00
6.1716e+00 1.1829e+01 1.3531e+01 1.5049e+03 1.3198e+01 1.4971e+01 -5.5460e+00
6.2287e+00 1.1631e+01 1.5295e+01 1.4693e+03 1.2970e+01 1.4707e+01 -5.4801e+00
6.2864e+00 1.1405e+01 1.3373e+01 1.5074e+03 1.2742e+01 1.4444e+01 -5.3283e+00
6.3446e+00 1.1237e+01 1.4249e+01 1.4294e+03 1.2529e+01 1.4197e+01 -5.3165e+00
6.4033e+00 1.1000e+01 1.3558e+01 1.4960e+03 1.2300e+01 1.3934e+01 -5.1316e+00
6.4626e+00 1.0846e+01 1.2995e+01 1.4087e+03 1.2100e+01 1.3701e+01 -5.1362e+00
6.5224e+00 1.0616e+01 1.3815e+01 1.4642e+03 1.1873e+01 1.3442e+01 -4.9638e+00
6.5828e+00 1.0457e+01 1.1962e+01 1.4016e+03 1.1678e+01 1.3215e+01 -4.9410e+00
6.6437e+00 1.0254e+01 1.3765e+01 1.4184e+03 1.1466e+01 1.2971e+01 -4.8212e+00
6.7052e+00 1.0073e+01 1.1379e+01 1.4032e+03 1.1265e+01 1.2740e+01 -4.7391e+00
6.7673e+00 9.9102e+00 1.3178e+01 1.3751e+03 1.1078e+01 1.2522e+01 -4.6866e+00
6.8299e+00 9.7017e+00 1.1296e+01 1.4048e+03 1.0866e+01 1.2281e+01 -4.5436e+00
6.8932e+00 9.5724e+00 1.2192e+01 1.3428e+03 1.0701e+01 1.2086e+01 -4.5443e+00
6.9570e+00 9.3501e+00 1.1588e+01 1.3924e+03 1.0482e+01 1.1840e+01 -4.3713e+00
7.0214e+00 9.2340e+00 1.1136e+01 1.3211e+03 1.0327e+01 1.1657e+01 -4.3877e+00
7.0864e+00 9.0226e+00 1.1864e+01 1.3623e+03 1.0116e+01 1.1419e+01 -4.2294e+00
7.1520e+00 8.8951e+00 1.0245e+01 1.3120e+03 9.9577e+00 1.1235e+01 -4.2160e+00
7.2182e+00 8.7165e+00 1.1740e+01 1.3242e+03 9.7696e+00 1.1021e+01 -4.1085e+00
7.2850e+00 8.5600e+00 9.7240e+00 1.3121e+03 9.5959e+00 1.0822e+01 -4.0357e+00
7.3525e+00 8.4222e+00 1.1176e+01 1.2858e+03 9.4352e+00 1.0637e+01 -3.9934e+00
7.4205e+00 8.2363e+00 9.6718e+00 1.3084e+03 9.2446e+00 1.0422e+01 -3.8643e+00
7.4892e+00 8.1303e+00 1.0367e+01 1.2517e+03 9.1055e+00 1.0259e+01 -3.8722e+00
7.5586e+00 7.9332e+00 9.8832e+00 1.2937e+03 8.9105e+00 1.0042e+01 -3.7165e+00
7.6285e+00 7.8377e+00 9.4832e+00 1.2319e+03 8.7805e+00 9.8892e+00 -3.7347e+00
7.6992e+00 7.6541e+00 1.0002e+01 1.2709e+03 8.5981e+00 9.6846e+00 -3.5930e+00
7.7704e+00 7.5450e+00 8.7532e+00 1.2288e+03 8.4621e+00 9.5274e+00 -3.5804e+00
7.8424e+00 7.3925e+00 9.8750e+00 1.2400e+03 8.3011e+00 9.3451e+00 -3.4872e+00
