# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
8.7392e-02 7.5370e+02 4.5669e+02 2.6158e+03 6.0520e+02 1.1987e+03 1.3629e+02
8.8201e-02 7.5767e+02 4.6129e+02 2.6472e+03 6.0948e+02 1.2029e+03 1.3280e+02
8.9017e-02 7.6158e+02 4.6582e+02 2.6815e+03 6.1370e+02 1.2070e+03 1.2933e+02
8.9841e-02 7.6544e+02 4.7020e+02 2.7133e+03 6.1783e+02 1.2111e+03 1.2588e+02
9.0673e-02 7.6924e+02 4.7455e+02 2.7468e+03 6.2189e+02 1.2151e+03 1.2244e+02
9.1513e-02 7.7299e+02 4.7872e+02 2.7797e+03 6.2586e+02 1.2190e+03 1.1900e+02
9.2360e-02 7.7669e+02 4.8286e+02 2.8119e+03 6.2977e+02 1.2228e+03 1.1557e+02
9.3215e-02 7.8034e+02 4.8684e+02 2.8457e+03 6.3359e+02 1.2266e+03 1.1213e+02
9.4078e-02 7.8394e+02 4.9076e+02 2.8769e+03 6.3735e+02 1.2303e+03 1.0869e+02
9.4949e-02 7.8751e+02 4.9455e+02 2.9113e+03 6.4103e+02 1.2339e+03 1.0523e+02
9.5828e-02 7.9103e+02 4.9826e+02 2.9421e+03 6.4464e+02 1.2374e+03 1.0176e+02
9.6715e-02 7.9451e+02 5.0189e+02 2.9762e+03 6.4819e+02 1.2409e+03 9.8267e+01
9.7610e-02 7.9796e+02 5.0538e+02 3.0074e+03 6.5168e+02 1.2443e+03 9.4745e+01
9.8514e-02 8.0137e+02 5.0886e+02 3.0405e+03 6.5511e+02 1.2477e+03 9.1194e+01
9.9426e-02 8.0475e+02 5.1219e+02 3.0728e+03 6.5848e+02 1.2509e+03 8.7606e+01
1.0035e-01 8.0811e+02 5.1552e+02 3.1044e+03 6.6180e+02 1.2542e+03 8.3977e+01
1.0128e-01 8.1143e+02 5.1871e+02 3.1380e+03 6.6508e+02 1.2573e+03 8.0307e+01
1.0221e-01 8.1473e+02 5.2191e+02 3.1683e+03 6.6832e+02 1.2604e+03 7.6586e+01
1.0316e-01 8.1800e+02 5.2503e+02 3.2026e+03 6.7152e+02 1.2634e+03 7.2819e+01
1.0411e-01 8.2125e+02 5.2811e+02 3.2326e+03 6.7469e+02 1.2664e+03 6.8994e+01
1.0508e-01 8.2448e+02 5.3120e+02 3.2666e+03 6.7783e+02 1.2693e+03 6.5119e+01
1.0605e-01 8.2768e+02 5.3422e+02 3.2973e+03 6.8096e+02 1.2721e+03 6.1185e+01
1.0703e-01 8.3086e+02 5.3732e+02 3.3302e+03 6.8407e+02 1.2749e+03 5.7196e+01
1.0802e-01 8.3401e+02 5.4032e+02 3.3625e+03 6.8718e+02 1.2776e+03 5.3150e+01
1.0902e-01 8.3714e+02 5.4344e+02 3.3939e+03 6.9028e+02 1.2802e+03 4.9048e+01
1.1003e-01 8.4023e+02 5.4650e+02 3.4279e+03 6.9338e+02 1.2828e+03 4.4895e+01
1.1105e-01 8.4330e+02 5.4967e+02 3.4581e+03 6.9648e+02 1.2853e+03 4.0687e+01
1.1208e-01 8.4634e+02 5.5284e+02 3.4934e+03 6.9959e+02 1.2877e+03 3.6435e+01
1.1312e-01 8.4934e+02 5.5607e+02 3.5234e+03 7.0271e+02 1.2901e+03 3.2133e+01
1.1416e-01 8.5230e+02 5.5940e+02 3.5588e+03 7.0584e+02 1.2924e+03 2.7796e+01
1.1522e-01 8.5522e+02 5.6272e+02 3.5900e+03 7.0899e+02 1.2945e+03 2.3420e+01
1.1629e-01 8.5810e+02 5.6622e+02 3.6242e+03 7.1215e+02 1.2967e+03 1.9019e+01
1.1736e-01 8.6093e+02 5.6969e+02 3.6577e+03 7.1532e+02 1.2987e+03 1.4594e+01
1.1845e-01 8.6370e+02 5.7336e+02 3.6903e+03 7.1851e+02 1.3006e+03 1.0154e+01
1.1955e-01 8.6641e+02 5.7700e+02 3.7263e+03 7.2172e+02 1.3025e+03 5.7093e+00
1.2065e-01 8.6906e+02 5.8081e+02 3.7574e+03 7.2493e+02 1.3042e+03 1.2598e+00
1.2177e-01 8.7165e+02 5.8466e+02 3.7952e+03 7.2816e+02 1.3059e+03 -3.1734e+00
1.2290e-01 8.7415e+02 5.8859e+02 3.8261e+03 7.3138e+02 1.3074e+03 -7.5971e+00
1.2404e-01 8.7658e+02 5.9265e+02 3.8641e+03 7.3460e+02 1.3089e+03 -1.1987e+01
1.2518e-01 8.7893e+02 5.9667e+02 3.8966e+03 7.3782e+02 1.3102e+03 -1.6348e+01
1.2634e-01 8.8119e+02 6.0090e+02 3.9330e+03 7.4102e+02 1.3115e+03 -2.0662e+01
1.2751e-01 8.8336e+02 6.0500e+02 3.9684e+03 7.4420e+02 1.3126e+03 -2.4926e+01
1.2869e-01 8.8543e+02 6.0931e+02 4.0023e+03 7.4735e+02 1.3136e+03 -2.9133e+01
1.2988e-01 8.8739e+02 6.1350e+02 4.0407e+03 7.5046e+02 1.3145e+03 -3.3268e+01
1.3109e-01 8.8926e+02 6.1780e+02 4.0726e+03 7.5352e+02 1.3152e+03 -3.7337e+01
1.3230e-01 8.9102e+02 6.2204e+02 4.1127e+03 7.5653e+02 1.3159e+03 -4.1318e+01
1.3353e-01 8.9267e+02 6.2624e+02 4.1441e+03 7.5946e+02 1.3164e+03 -4.5225e+01
1.3476e-01 8.9420e+02 6.3047e+02 4.1838e+03 7.6232e+02 1.3168e+03 -4.9034e+01
1.3601e-01 8.9563e+02 6.3450e+02 4.2166e+03 7.6509e+02 1.3171e+03 -5.2759e+01
1.3727e-01 8.9694e+02 6.3863e+02 4.2537e+03 7.6776e+02 1.3172e+03 -5.6386e+01
1.3854e-01 8.9815e+02 6.4246e+02 4.2895e+03 7.7033e+02 1.3173e+03 -5.9920e+01
1.3982e-01 8.9924e+02 6.4637e+02 4.3229e+03 7.7278e+02 1.3172e+03 -6.3362e+01
1.4112e-01 9.0022e+02 6.4997e+02 4.3614e+03 7.7511e+02 1.3170e+03 -6.6706e+01
1.4242e-01 9.0110e+02 6.5354e+02 4.3917e+03 7.7731e+02 1.3167e+03 -6.9970e+01
1.4374e-01 9.0186e+02 6.5689e+02 4.4314e+03 7.7937e+02 1.3162e+03 -7.3136e+01
1.4507e-01 9.0254e+02 6.6004e+02 4.4605e+03 7.8130e+02 1.3157e+03 -7.6233e+01
1.4641e-01 9.0311e+02 6.6310e+02 4.4988e+03 7.8308e+02 1.3150e+03 -7.9244e+01
1.4777e-01 9.0359e+02 6.6580e+02 4.5290e+03 7.8472e+02 1.3143e+03 -8.2194e+01
1.4914e-01 9.0398e+02 6.6851e+02 4.5635e+03 7.8622e+02 1.3134e+03 -8.5078e+01
1.5052e-01 9.0429e+02 6.7080e+02 4.5964e+03 7.8757e+02 1.3125e+03 -8.7908e+01
1.5191e-01 9.0453e+02 6.7310e+02 4.6261e+03 7.8879e+02 1.3114e+03 -9.0696e+01
1.5332e-01 9.0469e+02 6.7502e+02 4.6617e+03 7.8987e+02 1.3103e+03 -9.3438e+01
1.5474e-01 9.0478e+02 6.7688e+02 4.6875e+03 7.9083e+02 1.3091e+03 -9.6163e+01
1.5617e-01 9.0482e+02 6.7851e+02 4.7240e+03 7.9166e+02 1.3078e+03 -9.8854e+01
1.5762e-01 9.0479e+02 6.7994e+02 4.7484e+03 7.9238e+02 1.3064e+03 -1.0154e+02
1.5907e-01 9.0472e+02 6.8133e+02 4.7832e+03 7.9300e+02 1.3050e+03 -1.0422e+02
1.6055e-01 9.0459e+02 6.8241e+02 4.8089e+03 7.9353e+02 1.3034e+03 -1.0690e+02
1.6203e-01 9.0442e+02 6.8361e+02 4.8397e+03 7.9398e+02 1.3018e+03 -1.0958e+02
1.6353e-01 9.0421e+02 6.8445e+02 4.8689e+03 7.9436e+02 1.3002e+03 -1.1227e+02
1.6505e-01 9.0395e+02 6.8548e+02 4.8945e+03 7.9469e+02 1.2984e+03 -1.1499e+02
1.6658e-01 9.0366e+02 6.8622e+02 4.9274e+03 7.9496e+02 1.2966e+03 -1.1770e+02
1.6812e-01 9.0332e+02 6.8710e+02 4.9491e+03 7.9520e+02 1.2948e+03 -1.2045e+02
1.6967e-01 9.0295e+02 6.8790e+02 4.9841e+03 7.9542e+02 1.2928e+03 -1.2320e+02
1.7124e-01 9.0254e+02 6.8868e+02 5.0048e+03 7.9563e+02 1.2908e+03 -1.2598e+02
1.7283e-01 9.0208e+02 6.8962e+02 5.0386e+03 7.9582e+02 1.2887e+03 -1.2876e+02
1.7443e-01 9.0158e+02 6.9039e+02 5.0618e+03 7.9602e+02 1.2866e+03 -1.3155e+02
1.7604e-01 9.0102e+02 6.9150e+02 5.0915e+03 7.9622e+02 1.2844e+03 -1.3434e+02
1.7767e-01 9.0042e+02 6.9236e+02 5.1199e+03 7.9644e+02 1.2821e+03 -1.3712e+02
1.7932e-01 8.9976e+02 6.9363e+02 5.1442e+03 7.9666e+02 1.2797e+03 -1.3990e+02
1.8098e-01 8.9904e+02 6.9470e+02 5.1779e+03 7.9690e+02 1.2772e+03 -1.4265e+02
1.8265e-01 8.9825e+02 6.9605e+02 5.1979e+03 7.9714e+02 1.2747e+03 -1.4538e+02
1.8435e-01 8.9739e+02 6.9738e+02 5.2347e+03 7.9738e+02 1.2721e+03 -1.4805e+02
1.8605e-01 8.9646e+02 6.9875e+02 5.2539e+03 7.9763e+02 1.2693e+03 -1.5069e+02
1.8777e-01 8.9544e+02 7.0035e+02 5.2896e+03 7.9786e+02 1.2665e+03 -1.5326e+02
1.8951e-01 8.9434e+02 7.0170e+02 5.3122e+03 7.9807e+02 1.2636e+03 -1.5577e+02
1.9127e-01 8.9315e+02 7.0343e+02 5.3427e+03 7.9824e+02 1.2606e+03 -1.5820e+02
1.9304e-01 8.9187e+02 7.0475e+02 5.3717e+03 7.9836e+02 1.2575e+03 -1.6055e+02
1.9483e-01 8.9050e+02 7.0644e+02 5.3951e+03 7.9842e+02 1.2543e+03 -1.6283e+02
1.9663e-01 8.8904e+02 7.0774e+02 5.4302e+03 7.9842e+02 1.2510e+03 -1.6501e+02
1.9845e-01 8.8749e+02 7.0919e+02 5.4479e+03 7.9832e+02 1.2477e+03 -1.6712e+02
2.0029e-01 8.8583e+02 7.1042e+02 5.4857e+03 7.9812e+02 1.2442e+03 -1.6910e+02
2.0214e-01 8.8409e+02 7.1147e+02 5.5020e+03 7.9781e+02 1.2406e+03 -1.7102e+02
2.0401e-01 8.8225e+02 7.1258e+02 5.5370e+03 7.9737e+02 1.2370e+03 -1.7284e+02
2.0590e-01 8.8034e+02 7.1318e+02 5.5566e+03 7.9682e+02 1.2332e+03 -1.7459e+02
2.0781e-01 8.7835e+02 7.1404e+02 5.5843e+03 7.9614e+02 1.2294e+03 -1.7626e+02
2.0973e-01 8.7628e+02 7.1424e+02 5.6102e+03 7.9532e+02 1.2255e+03 -1.7787e+02
2.1167e-01 8.7415e+02 7.1470e+02 5.6288e+03 7.9437e+02 1.2215e+03 -1.7941e+02
2.1363e-01 8.7193e+02 7.1456e+02 5.6607e+03 7.9328e+02 1.2175e+03 -1.8088e+02
2.1561e-01 8.6966e+02 7.1449e+02 5.6723e+03 7.9207e+02 1.2133e+03 -1.8232e+02
2.1760e-01 8.6733e+02 7.1414e+02 5.7064e+03 7.9073e+02 1.2091e+03 -1.8370e+02
2.1962e-01 8.6497e+02 7.1357e+02 5.7162e+03 7.8930e+02 1.2049e+03 -1.8508e+02
2.2165e-01 8.6256e+02 7.1310e+02 5.7470e+03 7.8778e+02 1.2006e+03 -1.8643e+02
2.2370e-01 8.6012e+02 7.1211e+02 5.7607e+03 7.8618e+02 1.1963e+03 -1.8778e+02
2.2578e-01 8.5763e+02 7.1150e+02 5.7835e+03 7.8450e+02 1.1919e+03 -1.8909e+02
2.2787e-01 8.5509e+02 7.1027e+02 5.8047e+03 7.8275e+02 1.1874e+03 -1.9039e+02
2.2998e-01 8.5252e+02 7.0950e+02 5.8178e+03 7.8095e+02 1.1829e+03 -1.9169e+02
2.3210e-01 8.4991e+02 7.0827e+02 5.8468e+03 7.7913e+02 1.1784e+03 -1.9296e+02
2.3425e-01 8.4729e+02 7.0736e+02 5.8526e+03 7.7731e+02 1.1738e+03 -1.9427e+02
2.3642e-01 8.4462e+02 7.0634e+02 5.8855e+03 7.7548e+02 1.1692e+03 -1.9554e+02
2.3861e-01 8.4193e+02 7.0528e+02 5.8899e+03 7.7364e+02 1.1645e+03 -1.9683e+02
2.4082e-01 8.3918e+02 7.0454e+02 5.9202e+03 7.7180e+02 1.1597e+03 -1.9806e+02
2.4305e-01 8.3639e+02 7.0340e+02 5.9302e+03 7.6997e+02 1.1549e+03 -1.9929e+02
2.4530e-01 8.3355e+02 7.0290e+02 5.9518e+03 7.6814e+02 1.1501e+03 -2.0047e+02
2.4757e-01 8.3067e+02 7.0180e+02 5.9722e+03 7.6632e+02 1.1452e+03 -2.0162e+02
2.4986e-01 8.2773e+02 7.0139e+02 5.9824e+03 7.6449e+02 1.1402e+03 -2.0274e+02
2.5217e-01 8.2473e+02 7.0045e+02 6.0130e+03 7.6264e+02 1.1352e+03 -2.0377e+02
2.5451e-01 8.2169e+02 6.9989e+02 6.0147e+03 7.6078e+02 1.1301e+03 -2.0479e+02
2.5686e-01 8.1857e+02 6.9919e+02 6.0499e+03 7.5887e+02 1.1250e+03 -2.0570e+02
2.5924e-01 8.1541e+02 6.9833e+02 6.0503e+03 7.5691e+02 1.1198e+03 -2.0659e+02
2.6164e-01 8.1217e+02 6.9776e+02 6.0816e+03 7.5490e+02 1.1146e+03 -2.0738e+02
2.6407e-01 8.0888e+02 6.9655e+02 6.0887e+03 7.5281e+02 1.1093e+03 -2.0813e+02
2.6651e-01 8.0553e+02 6.9595e+02 6.1084e+03 7.5064e+02 1.1039e+03 -2.0880e+02
2.6898e-01 8.0213e+02 6.9445e+02 6.1271e+03 7.4839e+02 1.0985e+03 -2.0941e+02
2.7147e-01 7.9868e+02 6.9356e+02 6.1328e+03 7.4604e+02 1.0930e+03 -2.0998e+02
2.7398e-01 7.9517e+02 6.9191e+02 6.1621e+03 7.4359e+02 1.0875e+03 -2.1047e+02
2.7652e-01 7.9164e+02 6.9052e+02 6.1577e+03 7.4106e+02 1.0820e+03 -2.1095e+02
2.7908e-01 7.8804e+02 6.8883e+02 6.1910e+03 7.3842e+02 1.0764e+03 -2.1134e+02
2.8166e-01 7.8442e+02 6.8688e+02 6.1847e+03 7.3570e+02 1.0708e+03 -2.1174e+02
2.8427e-01 7.8076e+02 6.8522e+02 6.2128e+03 7.3291e+02 1.0651e+03 -2.1207e+02
2.8690e-01 7.7708e+02 6.8280e+02 6.2140e+03 7.3005e+02 1.0594e+03 -2.1241e+02
2.8955e-01 7.7338e+02 6.8114e+02 6.2291e+03 7.2715e+02 1.0537e+03 -2.1272e+02
2.9224e-01 7.6965e+02 6.7854e+02 6.2436e+03 7.2420e+02 1.0480e+03 -2.1302e+02
2.9494e-01 7.6591e+02 6.7674e+02 6.2433e+03 7.2124e+02 1.0422e+03 -2.1332e+02
2.9767e-01 7.6213e+02 6.7423e+02 6.2704e+03 7.1824e+02 1.0364e+03 -2.1356e+02
3.0043e-01 7.5834e+02 6.7218e+02 6.2591e+03 7.1524e+02 1.0306e+03 -2.1383e+02
3.0321e-01 7.5450e+02 6.6997e+02 6.2919e+03 7.1222e+02 1.0247e+03 -2.1403e+02
3.0602e-01 7.5066e+02 6.6762e+02 6.2793e+03 7.0921e+02 1.0189e+03 -2.1425e+02
3.0885e-01 7.4677e+02 6.6580e+02 6.3072e+03 7.0619e+02 1.0130e+03 -2.1440e+02
3.1171e-01 7.4287e+02 6.6322e+02 6.3042e+03 7.0318e+02 1.0070e+03 -2.1456e+02
3.1459e-01 7.3893e+02 6.6165e+02 6.3176e+03 7.0016e+02 1.0011e+03 -2.1466e+02
3.1751e-01 7.3497e+02 6.5902e+02 6.3309e+03 6.9713e+02 9.9509e+02 -2.1473e+02
3.2044e-01 7.3098e+02 6.5739e+02 6.3264e+03 6.9408e+02 9.8908e+02 -2.1478e+02
3.2341e-01 7.2694e+02 6.5490e+02 6.3549e+03 6.9100e+02 9.8304e+02 -2.1475e+02
3.2641e-01 7.2289e+02 6.5290e+02 6.3376e+03 6.8787e+02 9.7698e+02 -2.1472e+02
3.2943e-01 7.1878e+02 6.5067e+02 6.3723e+03 6.8470e+02 9.7088e+02 -2.1458e+02
3.3248e-01 7.1467e+02 6.4814e+02 6.3538e+03 6.8148e+02 9.6477e+02 -2.1447e+02
3.3555e-01 7.1050e+02 6.4612e+02 6.3815e+03 6.7820e+02 9.5863e+02 -2.1426e+02
3.3866e-01 7.0634e+02 6.4311e+02 6.3742e+03 6.7487e+02 9.5247e+02 -2.1406e+02
3.4180e-01 7.0213e+02 6.4112e+02 6.3843e+03 6.7148e+02 9.4630e+02 -2.1380e+02
3.4496e-01 6.9791e+02 6.3784e+02 6.3951e+03 6.6802e+02 9.4011e+02 -2.1351e+02
3.4815e-01 6.9368e+02 6.3563e+02 6.3845e+03 6.6453e+02 9.3391e+02 -2.1322e+02
3.5138e-01 6.8942e+02 6.3241e+02 6.4120e+03 6.6099e+02 9.2769e+02 -2.1286e+02
3.5463e-01 6.8517e+02 6.2975e+02 6.3870e+03 6.5744e+02 9.2148e+02 -2.1255e+02
3.5791e-01 6.8088e+02 6.2687e+02 6.4214e+03 6.5385e+02 9.1525e+02 -2.1216e+02
3.6123e-01 6.7661e+02 6.2370e+02 6.3953e+03 6.5025e+02 9.0901e+02 -2.1181e+02
3.6457e-01 6.7230e+02 6.2122e+02 6.4222e+03 6.4663e+02 9.0276e+02 -2.1138e+02
3.6794e-01 6.6800e+02 6.1769e+02 6.4093e+03 6.4301e+02 8.9651e+02 -2.1099e+02
3.7135e-01 6.6369e+02 6.1546e+02 6.4165e+03 6.3940e+02 8.9026e+02 -2.1055e+02
3.7479e-01 6.5935e+02 6.1185e+02 6.4255e+03 6.3577e+02 8.8399e+02 -2.1008e+02
3.7826e-01 6.5501e+02 6.0955e+02 6.4090e+03 6.3214e+02 8.7771e+02 -2.0962e+02
3.8176e-01 6.5064e+02 6.0618e+02 6.4384e+03 6.2850e+02 8.7143e+02 -2.0907e+02
3.8529e-01 6.4628e+02 6.0346e+02 6.4057e+03 6.2485e+02 8.6514e+02 -2.0857e+02
3.8886e-01 6.4189e+02 6.0057e+02 6.4429e+03 6.2119e+02 8.5885e+02 -2.0796e+02
3.9246e-01 6.3751e+02 5.9729e+02 6.4097e+03 6.1751e+02 8.5256e+02 -2.0741e+02
3.9609e-01 6.3310e+02 5.9480e+02 6.4377e+03 6.1380e+02 8.4627e+02 -2.0677e+02
3.9976e-01 6.2869e+02 5.9105e+02 6.4204e+03 6.1006e+02 8.3997e+02 -2.0614e+02
4.0346e-01 6.2427e+02 5.8873e+02 6.4248e+03 6.0629e+02 8.3366e+02 -2.0547e+02
4.0720e-01 6.1983e+02 5.8477e+02 6.4326e+03 6.0250e+02 8.2737e+02 -2.0476e+02
4.1097e-01 6.1541e+02 5.8226e+02 6.4100e+03 5.9868e+02 8.2107e+02 -2.0408e+02
4.1477e-01 6.1095e+02 5.7850e+02 6.4402e+03 5.9483e+02 8.1477e+02 -2.0332e+02
4.1861e-01 6.0653e+02 5.7546e+02 6.3995e+03 5.9097e+02 8.0849e+02 -2.0262e+02
4.2249e-01 6.0207e+02 5.7220e+02 6.4382e+03 5.8709e+02 8.0220e+02 -2.0181e+02
4.2640e-01 5.9764e+02 5.6851e+02 6.3975e+03 5.8320e+02 7.9592e+02 -2.0107e+02
4.3035e-01 5.9318e+02 5.6579e+02 6.4255e+03 5.7931e+02 7.8964e+02 -2.0025e+02
4.3433e-01 5.8874e+02 5.6164e+02 6.4030e+03 5.7542e+02 7.8338e+02 -1.9947e+02
4.3835e-01 5.8430e+02 5.5923e+02 6.4048e+03 5.7153e+02 7.7713e+02 -1.9865e+02
4.4241e-01 5.7986e+02 5.5500e+02 6.4112e+03 5.6765e+02 7.7088e+02 -1.9781e+02
4.4650e-01 5.7543e+02 5.5245e+02 6.3826e+03 5.6377e+02 7.6465e+02 -1.9699e+02
4.5064e-01 5.7098e+02 5.4853e+02 6.4148e+03 5.5987e+02 7.5842e+02 -1.9608e+02
4.5481e-01 5.6655e+02 5.4546e+02 6.3661e+03 5.5597e+02 7.5220e+02 -1.9525e+02
4.5902e-01 5.6209e+02 5.4215e+02 6.4080e+03 5.5207e+02 7.4599e+02 -1.9429e+02
4.6327e-01 5.5767e+02 5.3834e+02 6.3596e+03 5.4816e+02 7.3980e+02 -1.9343e+02
4.6756e-01 5.5322e+02 5.3565e+02 6.3889e+03 5.4422e+02 7.3360e+02 -1.9245e+02
4.7189e-01 5.4879e+02 5.3126e+02 6.3619e+03 5.4029e+02 7.2743e+02 -1.9152e+02
4.7625e-01 5.4436e+02 5.2885e+02 6.3611e+03 5.3634e+02 7.2127e+02 -1.9055e+02
4.8066e-01 5.3993e+02 5.2433e+02 6.3668e+03 5.3239e+02 7.1512e+02 -1.8956e+02
4.8511e-01 5.3553e+02 5.2174e+02 6.3317e+03 5.2844e+02 7.0900e+02 -1.8861e+02
4.8960e-01 5.3111e+02 5.1758e+02 6.3663e+03 5.2448e+02 7.0288e+02 -1.8757e+02
4.9414e-01 5.2673e+02 5.1437e+02 6.3089e+03 5.2052e+02 6.9679e+02 -1.8662e+02
4.9871e-01 5.2232e+02 5.1094e+02 6.3540e+03 5.1656e+02 6.9071e+02 -1.8555e+02
5.0333e-01 5.1796e+02 5.0694e+02 6.2975e+03 5.1262e+02 6.8465e+02 -1.8458e+02
5.0799e-01 5.1357e+02 5.0424e+02 6.3282e+03 5.0867e+02 6.7860e+02 -1.8350e+02
5.1269e-01 5.0921e+02 4.9966e+02 6.2965e+03 5.0473e+02 6.7258e+02 -1.8248e+02
5.1744e-01 5.0485e+02 4.9733e+02 6.2931e+03 5.0079e+02 6.6657e+02 -1.8142e+02
5.2223e-01 5.0050e+02 4.9263e+02 6.2988e+03 4.9686e+02 6.6059e+02 -1.8033e+02
5.2706e-01 4.9618e+02 4.9011e+02 6.2569e+03 4.9292e+02 6.5462e+02 -1.7929e+02
5.3194e-01 4.9183e+02 4.8584e+02 6.2948e+03 4.8898e+02 6.4867e+02 -1.7815e+02
5.3686e-01 4.8754e+02 4.8262e+02 6.2285e+03 4.8505e+02 6.4276e+02 -1.7711e+02
5.4183e-01 4.8321e+02 4.7915e+02 6.2778e+03 4.8111e+02 6.3684e+02 -1.7594e+02
5.4685e-01 4.7894e+02 4.7506e+02 6.2133e+03 4.7719e+02 6.3097e+02 -1.7489e+02
5.5191e-01 4.7465e+02 4.7241e+02 6.2459e+03 4.7326e+02 6.2511e+02 -1.7372e+02
5.5702e-01 4.7040e+02 4.6764e+02 6.2097e+03 4.6935e+02 6.1928e+02 -1.7263e+02
5.6218e-01 4.6615e+02 4.6541e+02 6.2037e+03 4.6544e+02 6.1347e+02 -1.7149e+02
5.6738e-01 4.6190e+02 4.6053e+02 6.2096e+03 4.6154e+02 6.0768e+02 -1.7033e+02
5.7264e-01 4.5769e+02 4.5809e+02 6.1604e+03 4.5764e+02 6.0193e+02 -1.6923e+02
5.7794e-01 4.5346e+02 4.5373e+02 6.2028e+03 4.5375e+02 5.9618e+02 -1.6802e+02
5.8329e-01 4.4930e+02 4.5051e+02 6.1267e+03 4.4988e+02 5.9048e+02 -1.6694e+02
5.8869e-01 4.4510e+02 4.4711e+02 6.1813e+03 4.4601e+02 5.8479e+02 -1.6571e+02
5.9414e-01 4.4097e+02 4.4291e+02 6.1081e+03 4.4216e+02 5.7915e+02 -1.6461e+02
5.9964e-01 4.3681e+02 4.4042e+02 6.1434e+03 4.3831e+02 5.7352e+02 -1.6339e+02
6.0519e-01 4.3270e+02 4.3550e+02 6.1027e+03 4.3448e+02 5.6792e+02 -1.6225e+02
6.1079e-01 4.2858e+02 4.3347e+02 6.0942e+03 4.3064e+02 5.6234e+02 -1.6107e+02
6.1645e-01 4.2448e+02 4.2845e+02 6.1012e+03 4.2682e+02 5.5679e+02 -1.5986e+02
6.2215e-01 4.2043e+02 4.2615e+02 6.0446e+03 4.2302e+02 5.5128e+02 -1.5873e+02
6.2791e-01 4.1634e+02 4.2175e+02 6.0919e+03 4.1921e+02 5.4578e+02 -1.5747e+02
6.3373e-01 4.1234e+02 4.1857e+02 6.0059e+03 4.1544e+02 5.4033e+02 -1.5637e+02
6.3959e-01 4.0829e+02 4.1525e+02 6.0664e+03 4.1166e+02 5.3489e+02 -1.5509e+02
6.4551e-01 4.0432e+02 4.1098e+02 5.9844e+03 4.0790e+02 5.2949e+02 -1.5398e+02
6.5149e-01 4.0032e+02 4.0869e+02 6.0226e+03 4.0416e+02 5.2412e+02 -1.5272e+02
6.5752e-01 3.9637e+02 4.0363e+02 5.9776e+03 4.0043e+02 5.1878e+02 -1.5156e+02
6.6361e-01 3.9243e+02 4.0184e+02 5.9669e+03 3.9671e+02 5.1347e+02 -1.5036e+02
6.6975e-01 3.8850e+02 3.9671e+02 5.9751e+03 3.9300e+02 5.0819e+02 -1.4913e+02
6.7595e-01 3.8462e+02 3.9460e+02 5.9111e+03 3.8931e+02 5.0294e+02 -1.4799e+02
6.8221e-01 3.8071e+02 3.9020e+02 5.9638e+03 3.8563e+02 4.9771e+02 -1.4671e+02
6.8852e-01 3.7689e+02 3.8709e+02 5.8678e+03 3.8197e+02 4.9253e+02 -1.4560e+02
6.9490e-01 3.7301e+02 3.8388e+02 5.9346e+03 3.7832e+02 4.8737e+02 -1.4430e+02
7.0133e-01 3.6923e+02 3.7958e+02 5.8440e+03 3.7470e+02 4.8225e+02 -1.4319e+02
7.0782e-01 3.6541e+02 3.7752e+02 5.8854e+03 3.7108e+02 4.7716e+02 -1.4192e+02
7.1438e-01 3.6165e+02 3.7237e+02 5.8362e+03 3.6749e+02 4.7210e+02 -1.4076e+02
7.2099e-01 3.5790e+02 3.7086e+02 5.8232e+03 3.6391e+02 4.6707e+02 -1.3955e+02
7.2766e-01 3.5416e+02 3.6564e+02 5.8333e+03 3.6034e+02 4.6208e+02 -1.3832e+02
7.3440e-01 3.5048e+02 3.6379e+02 5.7617e+03 3.5680e+02 4.5712e+02 -1.3719e+02
7.4120e-01 3.4676e+02 3.5938e+02 5.8206e+03 3.5327e+02 4.5219e+02 -1.3591e+02
7.4806e-01 3.4314e+02 3.5641e+02 5.7145e+03 3.4976e+02 4.4731e+02 -1.3482e+02
7.5499e-01 3.3946e+02 3.5336e+02 5.7877e+03 3.4626e+02 4.4243e+02 -1.3352e+02
7.6198e-01 3.3589e+02 3.4904e+02 5.6888e+03 3.4279e+02 4.3762e+02 -1.3243e+02
7.6903e-01 3.3227e+02 3.4725e+02 5.7335e+03 3.3932e+02 4.3282e+02 -1.3117e+02
7.7615e-01 3.2871e+02 3.4201e+02 5.6810e+03 3.3589e+02 4.2806e+02 -1.3002e+02
7.8333e-01 3.2517e+02 3.4081e+02 5.6655e+03 3.3247e+02 4.2333e+02 -1.2884e+02
7.9059e-01 3.2163e+02 3.3553e+02 5.6779e+03 3.2906e+02 4.1864e+02 -1.2762e+02
7.9790e-01 3.1816e+02 3.3393e+02 5.5984e+03 3.2568e+02 4.1399e+02 -1.2652e+02
8.0529e-01 3.1465e+02 3.2955e+02 5.6641e+03 3.2231e+02 4.0935e+02 -1.2525e+02
8.1275e-01 3.1125e+02 3.2674e+02 5.5477e+03 3.1898e+02 4.0478e+02 -1.2419e+02
8.2027e-01 3.0777e+02 3.2386e+02 5.6285e+03 3.1565e+02 4.0021e+02 -1.2291e+02
8.2786e-01 3.0442e+02 3.1957e+02 5.5208e+03 3.1236e+02 3.9570e+02 -1.2185e+02
