# k[h/Mpc]   R1   R2 
# 
6.5980e+02 1.0701e-04 2.2409e-05
6.6590e+02 1.0436e-04 2.1892e-05
6.7207e+02 1.0176e-04 2.1387e-05
6.7829e+02 9.9235e-05 2.0893e-05
6.8457e+02 9.6768e-05 2.0411e-05
6.9091e+02 9.4360e-05 1.9940e-05
6.9730e+02 9.2011e-05 1.9479e-05
7.0376e+02 8.9720e-05 1.9029e-05
7.1027e+02 8.7484e-05 1.8589e-05
7.1685e+02 8.5302e-05 1.8158e-05
7.2349e+02 8.3174e-05 1.7738e-05
7.3018e+02 8.1098e-05 1.7327e-05
7.3694e+02 7.9072e-05 1.6926e-05
7.4376e+02 7.7096e-05 1.6534e-05
7.5065e+02 7.5168e-05 1.6150e-05
7.5760e+02 7.3287e-05 1.5776e-05
7.6461e+02 7.1453e-05 1.5410e-05
7.7169e+02 6.9663e-05 1.5052e-05
7.7884e+02 6.7917e-05 1.4702e-05
7.8605e+02 6.6214e-05 1.4360e-05
7.9332e+02 6.4552e-05 1.4026e-05
8.0067e+02 6.2931e-05 1.3699e-05
8.0808e+02 6.1350e-05 1.3380e-05
8.1556e+02 5.9808e-05 1.3068e-05
8.2311e+02 5.8304e-05 1.2763e-05
8.3073e+02 5.6837e-05 1.2465e-05
8.3842e+02 5.5405e-05 1.2174e-05
8.4618e+02 5.4009e-05 1.1889e-05
8.5402e+02 5.2648e-05 1.1611e-05
8.6192e+02 5.1320e-05 1.1339e-05
8.6990e+02 5.0025e-05 1.1073e-05
8.7795e+02 4.8761e-05 1.0813e-05
8.8608e+02 4.7529e-05 1.0559e-05
8.9428e+02 4.6328e-05 1.0310e-05
9.0256e+02 4.5156e-05 1.0067e-05
9.1092e+02 4.4013e-05 9.8302e-06
9.1935e+02 4.2898e-05 9.5982e-06
9.2786e+02 4.1811e-05 9.3714e-06
9.3645e+02 4.0751e-05 9.1498e-06
9.4512e+02 3.9717e-05 8.9331e-06
9.5387e+02 3.8709e-05 8.7213e-06
9.6270e+02 3.7726e-05 8.5143e-06
9.7161e+02 3.6767e-05 8.3119e-06
9.8061e+02 3.5833e-05 8.1140e-06
9.8969e+02 3.4921e-05 7.9207e-06
9.9885e+02 3.4033e-05 7.7316e-06
1.0081e+03 3.3166e-05 7.5469e-06
1.0174e+03 3.2321e-05 7.3663e-06
1.0268e+03 3.1497e-05 7.1897e-06
1.0364e+03 3.0694e-05 7.0172e-06
1.0459e+03 2.9911e-05 6.8486e-06
1.0556e+03 2.9147e-05 6.6838e-06
1.0654e+03 2.8403e-05 6.5227e-06
1.0753e+03 2.7677e-05 6.3653e-06
1.0852e+03 2.6970e-05 6.2115e-06
1.0953e+03 2.6280e-05 6.0613e-06
1.1054e+03 2.5608e-05 5.9144e-06
1.1156e+03 2.4952e-05 5.7709e-06
1.1260e+03 2.4313e-05 5.6308e-06
1.1364e+03 2.3690e-05 5.4938e-06
1.1469e+03 2.3083e-05 5.3600e-06
1.1575e+03 2.2491e-05 5.2293e-06
1.1682e+03 2.1914e-05 5.1016e-06
1.1791e+03 2.1352e-05 4.9769e-06
1.1900e+03 2.0804e-05 4.8551e-06
1.2010e+03 2.0269e-05 4.7362e-06
1.2121e+03 1.9748e-05 4.6200e-06
1.2233e+03 1.9241e-05 4.5065e-06
1.2347e+03 1.8746e-05 4.3957e-06
1.2461e+03 1.8264e-05 4.2874e-06
1.2576e+03 1.7794e-05 4.1818e-06
1.2693e+03 1.7336e-05 4.0786e-06
1.2810e+03 1.6889e-05 3.9778e-06
1.2929e+03 1.6454e-05 3.8795e-06
1.3048e+03 1.6030e-05 3.7834e-06
1.3169e+03 1.5617e-05 3.6897e-06
1.3291e+03 1.5214e-05 3.5982e-06
1.3414e+03 1.4822e-05 3.5088e-06
1.3538e+03 1.4439e-05 3.4216e-06
1.3664e+03 1.4067e-05 3.3365e-06
1.3790e+03 1.3704e-05 3.2534e-06
1.3918e+03 1.3350e-05 3.1723e-06
1.4047e+03 1.3005e-05 3.0931e-06
1.4177e+03 1.2669e-05 3.0159e-06
1.4308e+03 1.2341e-05 2.9405e-06
1.4440e+03 1.2022e-05 2.8669e-06
1.4574e+03 1.1711e-05 2.7952e-06
1.4709e+03 1.1408e-05 2.7251e-06
1.4845e+03 1.1113e-05 2.6568e-06
1.4983e+03 1.0825e-05 2.5901e-06
1.5121e+03 1.0545e-05 2.5250e-06
1.5261e+03 1.0272e-05 2.4615e-06
1.5403e+03 1.0006e-05 2.3996e-06
1.5545e+03 9.7464e-06 2.3391e-06
1.5689e+03 9.4938e-06 2.2802e-06
1.5834e+03 9.2476e-06 2.2227e-06
1.5981e+03 9.0078e-06 2.1666e-06
1.6129e+03 8.7742e-06 2.1118e-06
1.6278e+03 8.5466e-06 2.0585e-06
1.6429e+03 8.3248e-06 2.0064e-06
1.6581e+03 8.1087e-06 1.9556e-06
1.6734e+03 7.8982e-06 1.9061e-06
1.6889e+03 7.6931e-06 1.8578e-06
1.7046e+03 7.4933e-06 1.8106e-06
1.7204e+03 7.2986e-06 1.7647e-06
1.7363e+03 7.1090e-06 1.7199e-06
1.7524e+03 6.9242e-06 1.6762e-06
1.7686e+03 6.7442e-06 1.6336e-06
1.7849e+03 6.5689e-06 1.5920e-06
1.8015e+03 6.3981e-06 1.5515e-06
1.8182e+03 6.2317e-06 1.5120e-06
1.8350e+03 6.0696e-06 1.4734e-06
1.8520e+03 5.9117e-06 1.4359e-06
1.8691e+03 5.7578e-06 1.3992e-06
1.8864e+03 5.6080e-06 1.3635e-06
1.9039e+03 5.4620e-06 1.3287e-06
1.9215e+03 5.3198e-06 1.2947e-06
1.9393e+03 5.1813e-06 1.2616e-06
1.9572e+03 5.0463e-06 1.2294e-06
1.9754e+03 4.9149e-06 1.1979e-06
1.9937e+03 4.7868e-06 1.1672e-06
2.0121e+03 4.6621e-06 1.1373e-06
2.0307e+03 4.5406e-06 1.1082e-06
2.0495e+03 4.4222e-06 1.0798e-06
2.0685e+03 4.3070e-06 1.0521e-06
2.0877e+03 4.1947e-06 1.0251e-06
2.1070e+03 4.0853e-06 9.9876e-07
2.1265e+03 3.9788e-06 9.7310e-07
2.1462e+03 3.8750e-06 9.4810e-07
2.1660e+03 3.7739e-06 9.2373e-07
2.1861e+03 3.6754e-06 8.9998e-07
2.2063e+03 3.5795e-06 8.7682e-07
2.2268e+03 3.4861e-06 8.5426e-07
2.2474e+03 3.3951e-06 8.3227e-07
2.2682e+03 3.3065e-06 8.1083e-07
2.2892e+03 3.2202e-06 7.8994e-07
2.3104e+03 3.1361e-06 7.6958e-07
2.3318e+03 3.0542e-06 7.4974e-07
2.3533e+03 2.9745e-06 7.3040e-07
2.3751e+03 2.8968e-06 7.1156e-07
2.3971e+03 2.8211e-06 6.9320e-07
2.4193e+03 2.7474e-06 6.7530e-07
2.4417e+03 2.6757e-06 6.5786e-07
2.4643e+03 2.6057e-06 6.4087e-07
2.4871e+03 2.5377e-06 6.2431e-07
2.5102e+03 2.4713e-06 6.0817e-07
2.5334e+03 2.4067e-06 5.9244e-07
2.5568e+03 2.3438e-06 5.7712e-07
2.5805e+03 2.2826e-06 5.6219e-07
2.6044e+03 2.2229e-06 5.4764e-07
2.6285e+03 2.1648e-06 5.3346e-07
2.6528e+03 2.1082e-06 5.1965e-07
2.6774e+03 2.0530e-06 5.0619e-07
2.7022e+03 1.9993e-06 4.9308e-07
2.7272e+03 1.9470e-06 4.8030e-07
2.7525e+03 1.8961e-06 4.6785e-07
2.7779e+03 1.8465e-06 4.5572e-07
2.8037e+03 1.7982e-06 4.4390e-07
2.8296e+03 1.7512e-06 4.3239e-07
2.8558e+03 1.7053e-06 4.2117e-07
2.8822e+03 1.6607e-06 4.1024e-07
2.9089e+03 1.6173e-06 3.9959e-07
2.9359e+03 1.5749e-06 3.8922e-07
2.9630e+03 1.5337e-06 3.7911e-07
2.9905e+03 1.4936e-06 3.6926e-07
3.0181e+03 1.4545e-06 3.5967e-07
3.0461e+03 1.4164e-06 3.5032e-07
3.0743e+03 1.3793e-06 3.4122e-07
3.1027e+03 1.3432e-06 3.3235e-07
3.1315e+03 1.3080e-06 3.2371e-07
3.1605e+03 1.2738e-06 3.1529e-07
3.1897e+03 1.2404e-06 3.0709e-07
3.2192e+03 1.2079e-06 2.9910e-07
3.2490e+03 1.1763e-06 2.9131e-07
3.2791e+03 1.1455e-06 2.8373e-07
3.3095e+03 1.1155e-06 2.7635e-07
3.3401e+03 1.0863e-06 2.6915e-07
3.3710e+03 1.0578e-06 2.6215e-07
3.4022e+03 1.0301e-06 2.5532e-07
3.4337e+03 1.0031e-06 2.4867e-07
3.4655e+03 9.7682e-07 2.4219e-07
3.4976e+03 9.5123e-07 2.3588e-07
3.5300e+03 9.2630e-07 2.2973e-07
3.5627e+03 9.0203e-07 2.2375e-07
3.5957e+03 8.7839e-07 2.1791e-07
3.6289e+03 8.5537e-07 2.1223e-07
3.6625e+03 8.3295e-07 2.0670e-07
3.6964e+03 8.1112e-07 2.0131e-07
3.7307e+03 7.8986e-07 1.9606e-07
3.7652e+03 7.6915e-07 1.9094e-07
3.8001e+03 7.4899e-07 1.8596e-07
3.8352e+03 7.2936e-07 1.8111e-07
3.8707e+03 7.1024e-07 1.7638e-07
3.9066e+03 6.9162e-07 1.7178e-07
3.9427e+03 6.7348e-07 1.6730e-07
3.9792e+03 6.5583e-07 1.6293e-07
4.0161e+03 6.3863e-07 1.5868e-07
4.0533e+03 6.2189e-07 1.5453e-07
4.0908e+03 6.0558e-07 1.5050e-07
4.1286e+03 5.8970e-07 1.4657e-07
4.1669e+03 5.7423e-07 1.4274e-07
4.2054e+03 5.5918e-07 1.3901e-07
4.2444e+03 5.4451e-07 1.3538e-07
4.2837e+03 5.3023e-07 1.3184e-07
4.3233e+03 5.1632e-07 1.2840e-07
4.3633e+03 5.0278e-07 1.2504e-07
4.4037e+03 4.8959e-07 1.2177e-07
4.4445e+03 4.7675e-07 1.1859e-07
4.4857e+03 4.6425e-07 1.1549e-07
4.5272e+03 4.5207e-07 1.1247e-07
4.5691e+03 4.4021e-07 1.0953e-07
4.6114e+03 4.2866e-07 1.0666e-07
4.6541e+03 4.1742e-07 1.0388e-07
4.6972e+03 4.0647e-07 1.0116e-07
4.7407e+03 3.9580e-07 9.8513e-08
4.7845e+03 3.8542e-07 9.5936e-08
4.8288e+03 3.7531e-07 9.3426e-08
4.8735e+03 3.6546e-07 9.0982e-08
4.9187e+03 3.5587e-07 8.8602e-08
4.9642e+03 3.4653e-07 8.6283e-08
5.0101e+03 3.3744e-07 8.4026e-08
5.0565e+03 3.2858e-07 8.1827e-08
5.1033e+03 3.1996e-07 7.9685e-08
5.1506e+03 3.1157e-07 7.7600e-08
5.1983e+03 3.0339e-07 7.5568e-08
5.2464e+03 2.9543e-07 7.3590e-08
5.2950e+03 2.8767e-07 7.1664e-08
5.3440e+03 2.8012e-07 6.9787e-08
5.3934e+03 2.7277e-07 6.7960e-08
5.4434e+03 2.6561e-07 6.6181e-08
5.4938e+03 2.5864e-07 6.4448e-08
5.5446e+03 2.5185e-07 6.2760e-08
5.5960e+03 2.4524e-07 6.1116e-08
5.6478e+03 2.3881e-07 5.9516e-08
5.7000e+03 2.3254e-07 5.7957e-08
5.7528e+03 2.2644e-07 5.6439e-08
5.8061e+03 2.2049e-07 5.4960e-08
5.8598e+03 2.1470e-07 5.3521e-08
5.9141e+03 2.0907e-07 5.2118e-08
5.9688e+03 2.0358e-07 5.0753e-08
6.0241e+03 1.9824e-07 4.9423e-08
6.0798e+03 1.9303e-07 4.8128e-08
6.1361e+03 1.8796e-07 4.6867e-08
6.1929e+03 1.8303e-07 4.5639e-08
6.2503e+03 1.7823e-07 4.4443e-08
6.3081e+03 1.7355e-07 4.3278e-08
6.3665e+03 1.6899e-07 4.2144e-08
6.4255e+03 1.6455e-07 4.1039e-08
6.4849e+03 1.6023e-07 3.9964e-08
6.5450e+03 1.5603e-07 3.8916e-08
6.6056e+03 1.5193e-07 3.7896e-08
6.6667e+03 1.4794e-07 3.6902e-08
6.7284e+03 1.4406e-07 3.5935e-08
6.7907e+03 1.4027e-07 3.4993e-08
6.8536e+03 1.3659e-07 3.4075e-08
6.9170e+03 1.3300e-07 3.3182e-08
6.9811e+03 1.2951e-07 3.2312e-08
7.0457e+03 1.2611e-07 3.1465e-08
7.1109e+03 1.2280e-07 3.0640e-08
7.1768e+03 1.1958e-07 2.9836e-08
7.2432e+03 1.1644e-07 2.9054e-08
7.3102e+03 1.1338e-07 2.8292e-08
7.3779e+03 1.1040e-07 2.7550e-08
7.4462e+03 1.0750e-07 2.6827e-08
7.5152e+03 1.0468e-07 2.6124e-08
7.5847e+03 1.0193e-07 2.5439e-08
7.6549e+03 9.9254e-08 2.4771e-08
7.7258e+03 9.6647e-08 2.4122e-08
7.7973e+03 9.4109e-08 2.3489e-08
7.8695e+03 9.1638e-08 2.2873e-08
7.9424e+03 8.9232e-08 2.2273e-08
8.0159e+03 8.6888e-08 2.1688e-08
8.0901e+03 8.4606e-08 2.1119e-08
8.1650e+03 8.2384e-08 2.0565e-08
8.2406e+03 8.0221e-08 2.0026e-08
8.3169e+03 7.8114e-08 1.9500e-08
8.3939e+03 7.6063e-08 1.8989e-08
8.4716e+03 7.4065e-08 1.8491e-08
8.5500e+03 7.2120e-08 1.8005e-08
8.6291e+03 7.0226e-08 1.7533e-08
8.7090e+03 6.8381e-08 1.7073e-08
8.7897e+03 6.6585e-08 1.6625e-08
8.8710e+03 6.4837e-08 1.6189e-08
8.9532e+03 6.3134e-08 1.5764e-08
9.0360e+03 6.1475e-08 1.5350e-08
9.1197e+03 5.9861e-08 1.4947e-08
9.2041e+03 5.8289e-08 1.4555e-08
9.2893e+03 5.6758e-08 1.4173e-08
9.3753e+03 5.5267e-08 1.3801e-08
9.4621e+03 5.3815e-08 1.3439e-08
9.5497e+03 5.2402e-08 1.3086e-08
9.6381e+03 5.1025e-08 1.2743e-08
9.7273e+03 4.9685e-08 1.2408e-08
9.8174e+03 4.8380e-08 1.2083e-08
9.9083e+03 4.7109e-08 1.1765e-08
1.0000e+04 4.5872e-08 1.1457e-08
